FAC_PARTY_ID,SERVICE_TYPE_CD,NAME,ADDRESS_1,ADDRESS_2,CITY,POSTAL_CODE,LATITUDE,LONGITUDE,PHONE,WEBSITE,EMAIL,OP_WEEKDAY_YN,OP_WEEKEND_YN,OP_STAT_HOLIDAY_YN,OP_OVERNIGHT_YN,OP_EXT_WEEKDAY_BEFORE6AM_YN,OP_EXT_WEEKDAY_AFTER7PM_YN,SRVC_UNDER36_YN,SRVC_30MOS_5YRS_YN,SRVC_LICPRE_YN,SRVC_OOS_KINDER_YN,SRVC_OOS_GR1_AGE12_YN,LANG_CANTONESE_YN,LANG_PUNJABI_YN,LANG_MANDARIN_YN,LANG_FRENCH_YN,LANG_SPANISH_YN,LANG_OTHER_YN,PROVIDE_CD_MEALS,PROVIDE_CD_PICKUP,PRESCHOOL_MORNING_YN,PRESCHOOL_MIDDAY_YN,PRESCHOOL_AFTERNOON_YN,ABORIGINAL_PROGRAMMING_YN,ACCOMMODATE_SPECIAL_NEEDS,ECE_CERTIFICATION_YN,ELF_PROGRAMMING_YN,VACANCY_SRVC_UNDER36,VACANCY_SRVC_30MOS_5YRS,VACANCY_SRVC_LICPRE,VACANCY_SRVC_OOS_GR1_AGE12,VACANCY_LAST_UPDATE,HA_FAC_INSPEC_RPTS,IS_INCOMPLETE_IND,IS_CCFRI_AUTH,IS_DUPLICATE,popup
4747,Licensed Family,Happy Planet Child Care,1765 Third Ave,,Trail,V1R 1R1,49.097393,-117.69863,250-368-3010,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,Y,N,N,2026-01-16,https://www.interiorhealth.ca/HedgehogPortal/facility/Table,N,Y,N,Happy Planet Child Care<br>Licensed Family<br>250-368-3010<br><br>Vacancy:<br>&nbsp;&nbsp;&nbsp;&nbsp;<36 months: N<br>&nbsp;&nbsp;&nbsp;&nbsp;30 months -- 5 years: Y<br>&nbsp;&nbsp;&nbsp;&nbsp;Preschool: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Grade 1 - Age 12: N<br>
4748,Licensed Group,"1,2,3, A.B.C. Montessori Infant/Toddler Center",737 Poirier St,,Coquitlam,V3J 6B8,49.262172,-122.846011,604-931-7206,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2026-01-15,http://www.healthspace.ca/fha/childcare,N,Y,N,"1,2,3, A.B.C. Montessori Infant/Toddler Center<br>Licensed Group<br>604-931-7206<br><br>Vacancy:<br>&nbsp;&nbsp;&nbsp;&nbsp;<36 months: N<br>&nbsp;&nbsp;&nbsp;&nbsp;30 months -- 5 years: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Preschool: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Grade 1 - Age 12: N<br>"
4749,Licensed Group,New Hope Out Of School Child Care,2551 49Th Ave E,,Vancouver,V5S 1J6,49.225119,-123.055462,604-321-6130,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2026-01-17,https://inspections.vcha.ca/ChildCare/Table,N,Y,N,New Hope Out Of School Child Care<br>Licensed Group<br>604-321-6130<br><br>Vacancy:<br>&nbsp;&nbsp;&nbsp;&nbsp;<36 months: N<br>&nbsp;&nbsp;&nbsp;&nbsp;30 months -- 5 years: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Preschool: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Grade 1 - Age 12: N<br>
4750,Licensed Group,Deer Lake Child Care,5135 Sperling Ave,,Burnaby,V5E 2T2,49.238338,-122.965195,604-294-4988,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2026-01-19,http://www.healthspace.ca/fha/childcare,N,Y,N,Deer Lake Child Care<br>Licensed Group<br>604-294-4988<br><br>Vacancy:<br>&nbsp;&nbsp;&nbsp;&nbsp;<36 months: N<br>&nbsp;&nbsp;&nbsp;&nbsp;30 months -- 5 years: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Preschool: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Grade 1 - Age 12: N<br>
4751,Licensed Group,Playland Daycare (Osc),7081 Grant Rd,,Sooke,V9Z 0N6,48.373145,-123.745281,250-642-4121,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2025-08-10,https://www.healthspace.ca/clients/viha/viha_website.nsf/CCFL-Main?OpenView,N,Y,N,Playland Daycare (Osc)<br>Licensed Group<br>250-642-4121<br><br>Vacancy:<br>&nbsp;&nbsp;&nbsp;&nbsp;<36 months: N<br>&nbsp;&nbsp;&nbsp;&nbsp;30 months -- 5 years: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Preschool: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Grade 1 - Age 12: N<br>
4752,Licensed Group,Douglas College Early Childhood Education Center (Coquitlam),1250 Pinetree Way,,Coquitlam,V3B 7X3,49.288088,-122.792533,604-777-6101,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2026-01-28,http://www.healthspace.ca/fha/childcare,N,Y,N,Douglas College Early Childhood Education Center (Coquitlam)<br>Licensed Group<br>604-777-6101<br><br>Vacancy:<br>&nbsp;&nbsp;&nbsp;&nbsp;<36 months: N<br>&nbsp;&nbsp;&nbsp;&nbsp;30 months -- 5 years: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Preschool: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Grade 1 - Age 12: N<br>
4753,Licensed Group,Tigger's Playschool,1161 Princess Ave,,Victoria,V8X 3L2,48.432336,-123.349888,250-818-7677,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,Y,Y,N,N,2026-01-20,https://www.healthspace.ca/clients/viha/viha_website.nsf/CCFL-Main?OpenView,N,Y,N,Tigger's Playschool<br>Licensed Group<br>250-818-7677<br><br>Vacancy:<br>&nbsp;&nbsp;&nbsp;&nbsp;<36 months: Y<br>&nbsp;&nbsp;&nbsp;&nbsp;30 months -- 5 years: Y<br>&nbsp;&nbsp;&nbsp;&nbsp;Preschool: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Grade 1 - Age 12: N<br>
4754,Licensed Group,St. Catherine's Daycare,1058 Ridgewood Dr,,North Vancouver,V7R 1H8,49.339806,-123.102702,604-980-1326,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,Y,Y,N,N,2025-12-19,https://inspections.vcha.ca/ChildCare/Table,N,Y,N,St. Catherine's Daycare<br>Licensed Group<br>604-980-1326<br><br>Vacancy:<br>&nbsp;&nbsp;&nbsp;&nbsp;<36 months: Y<br>&nbsp;&nbsp;&nbsp;&nbsp;30 months -- 5 years: Y<br>&nbsp;&nbsp;&nbsp;&nbsp;Preschool: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Grade 1 - Age 12: N<br>
4755,Licensed Group,Hobby Hill Parent Participation Preschool,5650 Teskey Way,,Chilliwack,V2R 4V8,49.103497,-121.929818,604-858-5579,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2026-01-09,http://www.healthspace.ca/fha/childcare,N,Y,N,Hobby Hill Parent Participation Preschool<br>Licensed Group<br>604-858-5579<br><br>Vacancy:<br>&nbsp;&nbsp;&nbsp;&nbsp;<36 months: N<br>&nbsp;&nbsp;&nbsp;&nbsp;30 months -- 5 years: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Preschool: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Grade 1 - Age 12: N<br>
4756,Licensed Group,Poet’S Corner Academy,1356 Frederick Rd,,North Vancouver,V7K 1J4,49.341868,-123.036384,604-988-2438,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2025-12-23,https://inspections.vcha.ca/ChildCare/Table,N,Y,N,Poet’S Corner Academy<br>Licensed Group<br>604-988-2438<br><br>Vacancy:<br>&nbsp;&nbsp;&nbsp;&nbsp;<36 months: N<br>&nbsp;&nbsp;&nbsp;&nbsp;30 months -- 5 years: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Preschool: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Grade 1 - Age 12: N<br>
4757,Licensed Group,Gillian's Care,1341 Station Rd,,Coombs,V0R 1M0,49.288544,-124.418586,250-248-4242,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,Y,Y,Y,2026-01-27,https://www.healthspace.ca/clients/viha/viha_website.nsf/CCFL-Main?OpenView,N,Y,N,Gillian's Care<br>Licensed Group<br>250-248-4242<br><br>Vacancy:<br>&nbsp;&nbsp;&nbsp;&nbsp;<36 months: N<br>&nbsp;&nbsp;&nbsp;&nbsp;30 months -- 5 years: Y<br>&nbsp;&nbsp;&nbsp;&nbsp;Preschool: Y<br>&nbsp;&nbsp;&nbsp;&nbsp;Grade 1 - Age 12: Y<br>
4758,Licensed Group,Kerrisdale Little Owl's Preschool,109 5851 West Boulevard,,Vancouver,V6M 3W9,49.233185,-123.157093,778-549-2520,,,Y,N,N,N,N,N,N,N,Y,N,N,Y,N,Y,N,N,N,Not offered,Not offered,Y,N,N,N,N,Y,N,N,N,N,N,2025-12-14,https://inspections.vcha.ca/ChildCare/Table,N,N,N,Kerrisdale Little Owl's Preschool<br>Licensed Group<br>778-549-2520<br><br>Vacancy:<br>&nbsp;&nbsp;&nbsp;&nbsp;<36 months: N<br>&nbsp;&nbsp;&nbsp;&nbsp;30 months -- 5 years: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Preschool: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Grade 1 - Age 12: N<br>
4759,Licensed Group,Peanuts Lifetime Pals Club,7148 Southridge Ave,,Prince George,V2N 4Y6,53.858258,-122.780439,250-964-3326,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2026-01-16,https://www.healthspace.ca/Clients/NHA/NHA_Website.nsf/CCFL-Frameset,N,Y,N,Peanuts Lifetime Pals Club<br>Licensed Group<br>250-964-3326<br><br>Vacancy:<br>&nbsp;&nbsp;&nbsp;&nbsp;<36 months: N<br>&nbsp;&nbsp;&nbsp;&nbsp;30 months -- 5 years: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Preschool: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Grade 1 - Age 12: N<br>
4760,Licensed Group,Kid's Play Day Care Centre,12819 Old Yale Rd,,Surrey,V3T 3A9,49.197656,-122.866959,604-930-4800,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,Y,Y,N,N,2026-01-30,http://www.healthspace.ca/fha/childcare,N,Y,N,Kid's Play Day Care Centre<br>Licensed Group<br>604-930-4800<br><br>Vacancy:<br>&nbsp;&nbsp;&nbsp;&nbsp;<36 months: Y<br>&nbsp;&nbsp;&nbsp;&nbsp;30 months -- 5 years: Y<br>&nbsp;&nbsp;&nbsp;&nbsp;Preschool: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Grade 1 - Age 12: N<br>
4761,Licensed Group,Gonzales Preschool Group,2928 Eastdowne Rd,,Victoria,V8R 5R8,48.441972,-123.314906,250-727-1003,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,Y,Y,N,2026-01-06,https://www.healthspace.ca/clients/viha/viha_website.nsf/CCFL-Main?OpenView,N,Y,N,Gonzales Preschool Group<br>Licensed Group<br>250-727-1003<br><br>Vacancy:<br>&nbsp;&nbsp;&nbsp;&nbsp;<36 months: N<br>&nbsp;&nbsp;&nbsp;&nbsp;30 months -- 5 years: Y<br>&nbsp;&nbsp;&nbsp;&nbsp;Preschool: Y<br>&nbsp;&nbsp;&nbsp;&nbsp;Grade 1 - Age 12: N<br>
4762,Licensed Group,St. Edmund's Discovery Preschool & School Age Care,324 East 5Th St,,North Vancouver,V7M 1K3,49.31205,-123.068291,604-988-3141,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,Y,N,2026-02-05,https://inspections.vcha.ca/ChildCare/Table,N,Y,Y,St. Edmund's Discovery Preschool & School Age Care<br>Licensed Group<br>604-988-3141<br><br>Vacancy:<br>&nbsp;&nbsp;&nbsp;&nbsp;<36 months: N<br>&nbsp;&nbsp;&nbsp;&nbsp;30 months -- 5 years: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Preschool: Y<br>&nbsp;&nbsp;&nbsp;&nbsp;Grade 1 - Age 12: N<br>
4763,Licensed Group,White Swan Montessori Education Centre,800 Egmont Ave,,Coquitlam,V3J 4J8,49.265822,-122.878988,604-931-7926,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,Y,Y,N,N,2026-01-19,http://www.healthspace.ca/fha/childcare,N,Y,N,White Swan Montessori Education Centre<br>Licensed Group<br>604-931-7926<br><br>Vacancy:<br>&nbsp;&nbsp;&nbsp;&nbsp;<36 months: Y<br>&nbsp;&nbsp;&nbsp;&nbsp;30 months -- 5 years: Y<br>&nbsp;&nbsp;&nbsp;&nbsp;Preschool: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Grade 1 - Age 12: N<br>
4764,Licensed Group,Cleveland Out Of School Care,1058 Ridgewood Dr,,North Vancouver,V7R 1H8,49.339806,-123.102702,604-928-4012,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2026-02-01,https://inspections.vcha.ca/ChildCare/Table,N,N,N,Cleveland Out Of School Care<br>Licensed Group<br>604-928-4012<br><br>Vacancy:<br>&nbsp;&nbsp;&nbsp;&nbsp;<36 months: N<br>&nbsp;&nbsp;&nbsp;&nbsp;30 months -- 5 years: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Preschool: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Grade 1 - Age 12: N<br>
4765,Licensed Group,Buttons 'N Bows Childcare Inc.,20190 48 Ave,,Langley,V3A 3L4,49.088594,-122.664683,604-209-4340,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,Y,N,2026-01-19,http://www.healthspace.ca/fha/childcare,N,Y,N,Buttons 'N Bows Childcare Inc.<br>Licensed Group<br>604-209-4340<br><br>Vacancy:<br>&nbsp;&nbsp;&nbsp;&nbsp;<36 months: N<br>&nbsp;&nbsp;&nbsp;&nbsp;30 months -- 5 years: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Preschool: Y<br>&nbsp;&nbsp;&nbsp;&nbsp;Grade 1 - Age 12: N<br>
4766,Licensed Group,Kingdom Treasures Child Care Center,930 Trunk Rd,,Duncan,V9L 2S1,48.779325,-123.689367,250-746-0110,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2026-01-28,https://www.healthspace.ca/clients/viha/viha_website.nsf/CCFL-Main?OpenView,N,Y,N,Kingdom Treasures Child Care Center<br>Licensed Group<br>250-746-0110<br><br>Vacancy:<br>&nbsp;&nbsp;&nbsp;&nbsp;<36 months: N<br>&nbsp;&nbsp;&nbsp;&nbsp;30 months -- 5 years: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Preschool: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Grade 1 - Age 12: N<br>
4767,Licensed Group,Periwinkle Children's Centre,503 First St,,Kaslo,V0G 1M0,49.907598,-116.898779,250-353-8197,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2026-01-30,https://hedgehogportal.interiorhealth.ca/ChildCare/Map,N,Y,N,Periwinkle Children's Centre<br>Licensed Group<br>250-353-8197<br><br>Vacancy:<br>&nbsp;&nbsp;&nbsp;&nbsp;<36 months: N<br>&nbsp;&nbsp;&nbsp;&nbsp;30 months -- 5 years: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Preschool: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Grade 1 - Age 12: N<br>
4768,Licensed Group,Child Development Centre Society Of Fort St. John & District,10417 106 Ave,,Fort St. John,V1J 2M8,56.251786,-120.855148,250-785-3200,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2026-01-27,https://www.healthspace.ca/Clients/NHA/NHA_Website.nsf/CCFL-Frameset,N,Y,N,Child Development Centre Society Of Fort St. John & District<br>Licensed Group<br>250-785-3200<br><br>Vacancy:<br>&nbsp;&nbsp;&nbsp;&nbsp;<36 months: N<br>&nbsp;&nbsp;&nbsp;&nbsp;30 months -- 5 years: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Preschool: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Grade 1 - Age 12: N<br>
4769,Licensed Group,Creatively Crafted Childcare - The Chill Zone,3760 Moresby Dr,,Richmond,V7C 4G6,49.158638,-123.185534,604-728-0570,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2026-01-15,http://www.vch.ca/your_environment/facility_licensing/residential_care/inspection_reports/,N,Y,N,Creatively Crafted Childcare - The Chill Zone<br>Licensed Group<br>604-728-0570<br><br>Vacancy:<br>&nbsp;&nbsp;&nbsp;&nbsp;<36 months: N<br>&nbsp;&nbsp;&nbsp;&nbsp;30 months -- 5 years: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Preschool: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Grade 1 - Age 12: N<br>
4770,Licensed Group,Core Education & Fine Arts (New Westminster),725 Carnarvon St,,New Westminster,V3M 1E6,49.20292,-122.911746,604-777-0053,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,Y,N,N,N,2026-01-15,http://www.healthspace.ca/fha/childcare,N,Y,N,Core Education & Fine Arts (New Westminster)<br>Licensed Group<br>604-777-0053<br><br>Vacancy:<br>&nbsp;&nbsp;&nbsp;&nbsp;<36 months: Y<br>&nbsp;&nbsp;&nbsp;&nbsp;30 months -- 5 years: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Preschool: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Grade 1 - Age 12: N<br>
4771,Licensed Group,Rpc Day Care,9300 Westminster Highway,,Richmond,V6X 1B1,49.169392,-123.121314,604-278-3264,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,Y,N,N,2026-02-06,https://inspections.vcha.ca/ChildCare/Table,N,Y,N,Rpc Day Care<br>Licensed Group<br>604-278-3264<br><br>Vacancy:<br>&nbsp;&nbsp;&nbsp;&nbsp;<36 months: N<br>&nbsp;&nbsp;&nbsp;&nbsp;30 months -- 5 years: Y<br>&nbsp;&nbsp;&nbsp;&nbsp;Preschool: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Grade 1 - Age 12: N<br>
4772,Licensed Group,Sunshine Children's Centre,13175 107 Ave,,Surrey,V3T 2G2,49.19717,-122.85719,604-580-2060,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2026-02-03,http://www.healthspace.ca/fha/childcare,N,Y,N,Sunshine Children's Centre<br>Licensed Group<br>604-580-2060<br><br>Vacancy:<br>&nbsp;&nbsp;&nbsp;&nbsp;<36 months: N<br>&nbsp;&nbsp;&nbsp;&nbsp;30 months -- 5 years: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Preschool: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Grade 1 - Age 12: N<br>
4773,Licensed Family,Just Kidz Family Childcare,1974 155 St,,Surrey,V4A 7M9,49.037486,-122.793446,778-846-5439,,,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,Extra fee,Extra fee,N,N,N,N,N,N,N,Y,Y,N,N,2026-01-15,http://www.healthspace.ca/fha/childcare,N,Y,N,Just Kidz Family Childcare<br>Licensed Family<br>778-846-5439<br><br>Vacancy:<br>&nbsp;&nbsp;&nbsp;&nbsp;<36 months: Y<br>&nbsp;&nbsp;&nbsp;&nbsp;30 months -- 5 years: Y<br>&nbsp;&nbsp;&nbsp;&nbsp;Preschool: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Grade 1 - Age 12: N<br>
4774,Licensed Group,Kiddocare Infant/Toddler Centre,7595 10 Ave,,Burnaby,V3N 2S1,49.215835,-122.934011,604-230-6148,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2026-01-15,http://www.healthspace.ca/fha/childcare,N,Y,N,Kiddocare Infant/Toddler Centre<br>Licensed Group<br>604-230-6148<br><br>Vacancy:<br>&nbsp;&nbsp;&nbsp;&nbsp;<36 months: N<br>&nbsp;&nbsp;&nbsp;&nbsp;30 months -- 5 years: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Preschool: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Grade 1 - Age 12: N<br>
4775,Licensed Family,Happy Trails Daycare,290 Crestview Dr,,Prince Rupert,V8J 2Z7,54.317771,-130.293369,250-627-8787,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2026-01-15,https://www.healthspace.ca/Clients/NHA/NHA_Website.nsf/CCFL-Frameset,N,Y,N,Happy Trails Daycare<br>Licensed Family<br>250-627-8787<br><br>Vacancy:<br>&nbsp;&nbsp;&nbsp;&nbsp;<36 months: N<br>&nbsp;&nbsp;&nbsp;&nbsp;30 months -- 5 years: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Preschool: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Grade 1 - Age 12: N<br>
4776,Licensed Group,La Prematernelle Francophone Trottin-Trottinette(<36Months),380 Kings Rd W,,North Vancouver,V7N 2L9,49.337976,-123.078371,778-340-1034,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Extra fee,Extra fee,N,N,N,N,N,N,N,N,N,N,N,2026-02-06,https://inspections.vcha.ca/ChildCare/Table,N,Y,N,La Prematernelle Francophone Trottin-Trottinette(<36Months)<br>Licensed Group<br>778-340-1034<br><br>Vacancy:<br>&nbsp;&nbsp;&nbsp;&nbsp;<36 months: N<br>&nbsp;&nbsp;&nbsp;&nbsp;30 months -- 5 years: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Preschool: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Grade 1 - Age 12: N<br>
4777,Licensed Group,Magic Years Child Development Center,2166 Drawbridge Close,,Port Coquitlam,V3C 6H9,49.231067,-122.777768,778-229-2489,,,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,Not offered,Not offered,N,N,N,N,N,Y,Y,N,Y,N,N,2026-01-16,http://www.healthspace.ca/fha/childcare,N,Y,N,Magic Years Child Development Center<br>Licensed Group<br>778-229-2489<br><br>Vacancy:<br>&nbsp;&nbsp;&nbsp;&nbsp;<36 months: N<br>&nbsp;&nbsp;&nbsp;&nbsp;30 months -- 5 years: Y<br>&nbsp;&nbsp;&nbsp;&nbsp;Preschool: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Grade 1 - Age 12: N<br>
4778,Licensed Group,Love-It Care,20131 69 Ave,,Langley,V2Y 2Y2,49.128347,-122.663796,604-514-4911,,,Y,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,Extra fee,Extra fee,N,N,N,N,N,N,N,N,N,N,N,2026-01-25,http://www.healthspace.ca/fha/childcare,N,Y,N,Love-It Care<br>Licensed Group<br>604-514-4911<br><br>Vacancy:<br>&nbsp;&nbsp;&nbsp;&nbsp;<36 months: N<br>&nbsp;&nbsp;&nbsp;&nbsp;30 months -- 5 years: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Preschool: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Grade 1 - Age 12: N<br>
4779,Licensed Group,Morgan Creek Montessori Ltd,144-3388 Rosemary Heights Cres,,Surrey,V3S 0K7,49.063334,-122.798173,604-535-3596,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2026-02-01,http://www.healthspace.ca/fha/childcare,N,Y,N,Morgan Creek Montessori Ltd<br>Licensed Group<br>604-535-3596<br><br>Vacancy:<br>&nbsp;&nbsp;&nbsp;&nbsp;<36 months: N<br>&nbsp;&nbsp;&nbsp;&nbsp;30 months -- 5 years: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Preschool: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Grade 1 - Age 12: N<br>
4780,Licensed Group,Cambie Community Centre Out Of School,12800 Cambie Rd,,Richmond,V6V 0A9,49.184488,-123.082317,604-233-8399,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2026-01-19,https://inspections.vcha.ca/ChildCare/Table,N,Y,N,Cambie Community Centre Out Of School<br>Licensed Group<br>604-233-8399<br><br>Vacancy:<br>&nbsp;&nbsp;&nbsp;&nbsp;<36 months: N<br>&nbsp;&nbsp;&nbsp;&nbsp;30 months -- 5 years: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Preschool: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Grade 1 - Age 12: N<br>
4781,Licensed Group,Building Blocks Learning Centre,9060 212Th St,,Langley,V1M 2B7,49.166983,-122.633662,604-613-7910,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,Y,N,2026-01-27,http://www.healthspace.ca/fha/childcare,N,Y,N,Building Blocks Learning Centre<br>Licensed Group<br>604-613-7910<br><br>Vacancy:<br>&nbsp;&nbsp;&nbsp;&nbsp;<36 months: N<br>&nbsp;&nbsp;&nbsp;&nbsp;30 months -- 5 years: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Preschool: Y<br>&nbsp;&nbsp;&nbsp;&nbsp;Grade 1 - Age 12: N<br>
4782,Licensed Group,Kidzville Learning Centre - Panorama,12996 60 Ave,,Surrey,V3X 2L5,49.111699,-122.862255,604-861-7861,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2025-12-16,http://www.healthspace.ca/fha/childcare,N,Y,N,Kidzville Learning Centre - Panorama<br>Licensed Group<br>604-861-7861<br><br>Vacancy:<br>&nbsp;&nbsp;&nbsp;&nbsp;<36 months: N<br>&nbsp;&nbsp;&nbsp;&nbsp;30 months -- 5 years: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Preschool: N<br>&nbsp;&nbsp;&nbsp;&nbsp;Grade 1 - Age 12: N<br>
